session_id,type,technique_id,technique_name,atomic_test_numbers,window_start,window_end,ruleset_phase,operator_context,defender_realtime_off,notes
20260808-123635-attack-r3,attack,T1547.001,,"1;3;7;12",2026-08-08 12:36:35,2026-08-08 12:36:40,custom,atomic-red-team,True,
20260808-123925-attack-r4,attack,T1547.001,,"1;3;7;12",2026-08-08 12:39:25,2026-08-08 12:39:32,custom,atomic-red-team,True,
20260808-124300-attack-r5,attack,T1547.001,,"1;3;7;12",2026-08-08 12:43:00,2026-08-08 12:43:06,custom,atomic-red-team,True,
20260808-125216-benign-r1,benign,T1547.001,,"",2026-08-08 12:52:16,2026-08-08 12:52:33,custom,interactive-admin,True,
20260808-125500-benign-r2,benign,T1547.001,,"",2026-08-08 12:55:00,2026-08-08 12:55:21,custom,interactive-admin,True,
20260808-125834-benign-r3,benign,T1547.001,,"",2026-08-08 12:58:34,2026-08-08 12:59:06,custom,interactive-admin,True,
20260808-130124-benign-r4,benign,T1547.001,,"",2026-08-08 13:01:24,2026-08-08 13:01:49,custom,interactive-admin,True,
20260808-130532-benign-r5,benign,T1547.001,,"",2026-08-08 13:05:32,2026-08-08 13:05:58,custom,interactive-admin,True,
20260808-132414-attack-r1,attack,T1112,,"1;2;33;60",2026-08-08 13:24:14,2026-08-08 13:25:16,baseline,atomic-red-team,True,
20260808-132843-attack-r2,attack,T1112,,"1;2;33;60",2026-08-08 13:28:43,2026-08-08 13:28:48,baseline,atomic-red-team,True,
20260808-133143-attack-r3,attack,T1112,,"1;2;33;60",2026-08-08 13:31:43,2026-08-08 13:31:48,baseline,atomic-red-team,True,
20260808-133515-attack-r4,attack,T1112,,"1;2;33;60",2026-08-08 13:35:15,2026-08-08 13:35:21,baseline,atomic-red-team,True,
20260808-133808-attack-r5,attack,T1112,,"1;2;33;60",2026-08-08 13:38:08,2026-08-08 13:38:13,baseline,atomic-red-team,True,
20260808-134800-benign-r1,benign,T1112,,"",2026-08-08 13:48:00,2026-08-08 13:48:15,baseline,interactive-admin,True,
20260808-135205-benign-r2,benign,T1112,,"",2026-08-08 13:52:05,2026-08-08 13:52:56,baseline,interactive-admin,True,
20260808-135438-benign-r3,benign,T1112,,"",2026-08-08 13:54:38,2026-08-08 13:54:58,baseline,interactive-admin,True,
20260808-135823-benign-r4,benign,T1112,,"",2026-08-08 13:58:23,2026-08-08 13:58:45,baseline,interactive-admin,True,
20260808-140222-benign-r5,benign,T1112,,"",2026-08-08 14:02:22,2026-08-08 14:02:34,baseline,interactive-admin,True,
20260808-142109-attack-r1,attack,T1112,,"1;2;33;60",2026-08-08 14:21:09,2026-08-08 14:21:17,custom,atomic-red-team,True,
20260808-142420-attack-r2,attack,T1112,,"1;2;33;60",2026-08-08 14:24:20,2026-08-08 14:24:27,custom,atomic-red-team,True,
20260808-142747-attack-r3,attack,T1112,,"1;2;33;60",2026-08-08 14:27:47,2026-08-08 14:27:56,custom,atomic-red-team,True,
20260808-143058-attack-r4,attack,T1112,,"1;2;33;60",2026-08-08 14:30:58,2026-08-08 14:31:06,custom,atomic-red-team,True,
20260808-143404-attack-r5,attack,T1112,,"1;2;33;60",2026-08-08 14:34:04,2026-08-08 14:34:07,custom,atomic-red-team,True,
20260808-143951-benign-r1,benign,T1112,,"",2026-08-08 14:39:51,2026-08-08 14:40:05,custom,interactive-admin,True,
20260808-144300-benign-r2,benign,T1112,,"",2026-08-08 14:43:00,2026-08-08 14:43:15,custom,interactive-admin,True,
20260808-144636-benign-r3,benign,T1112,,"",2026-08-08 14:46:36,2026-08-08 14:46:56,custom,interactive-admin,True,
20260808-144952-benign-r4,benign,T1112,,"",2026-08-08 14:49:52,2026-08-08 14:50:10,custom,interactive-admin,True,
20260808-145325-benign-r5,benign,T1112,,"",2026-08-08 14:53:25,2026-08-08 14:53:36,custom,interactive-admin,True,
20260808-150738-attack-r1,attack,T1112,,"1;2;33;60",2026-08-08 15:07:38,2026-08-08 15:08:31,custom-sensor,atomic-red-team,True,
20260808-151119-attack-r2,attack,T1112,,"1;2;33;60",2026-08-08 15:11:19,2026-08-08 15:11:28,custom-sensor,atomic-red-team,True,
20260808-151441-attack-r3,attack,T1112,,"1;2;33;60",2026-08-08 15:14:41,2026-08-08 15:14:44,custom-sensor,atomic-red-team,True,
20260808-151817-attack-r4,attack,T1112,,"1;2;33;60",2026-08-08 15:18:17,2026-08-08 15:18:23,custom-sensor,atomic-red-team,True,
20260808-152103-attack-r5,attack,T1112,,"1;2;33;60",2026-08-08 15:21:03,2026-08-08 15:21:10,custom-sensor,atomic-red-team,True,
20260808-152636-benign-r1,benign,T1112,,"",2026-08-08 15:26:36,2026-08-08 15:27:00,custom-sensor,interactive-admin,True,
20260808-153057-benign-r2,benign,T1112,,"",2026-08-08 15:30:57,2026-08-08 15:31:14,custom-sensor,interactive-admin,True,
20260808-153420-benign-r3,benign,T1112,,"",2026-08-08 15:34:20,2026-08-08 15:34:34,custom-sensor,interactive-admin,True,
20260808-153729-benign-r4,benign,T1112,,"",2026-08-08 15:37:29,2026-08-08 15:37:40,custom-sensor,interactive-admin,True,
20260808-154102-benign-r5,benign,T1112,,"",2026-08-08 15:41:02,2026-08-08 15:41:19,custom-sensor,interactive-admin,True,
20260809-110050-attack-r1,attack,T1218.011,,"2;9;15",2026-08-09 11:00:50,2026-08-09 11:04:03,baseline,atomic-red-team,True,
20260809-111015-attack-r1,attack,T1218.011,,"9;15;16",2026-08-09 11:10:15,2026-08-09 11:10:39,baseline,atomic-red-team,True,
20260809-111402-attack-r2,attack,T1218.011,,"9;15;16",2026-08-09 11:14:02,2026-08-09 11:14:07,baseline,atomic-red-team,True,
20260809-111706-attack-r3,attack,T1218.011,,"9;15;16",2026-08-09 11:17:06,2026-08-09 11:17:32,baseline,atomic-red-team,True,
20260809-112058-attack-r4,attack,T1218.011,,"9;15;16",2026-08-09 11:20:58,2026-08-09 11:21:05,baseline,atomic-red-team,True,
20260809-112408-attack-r5,attack,T1218.011,,"9;15;16",2026-08-09 11:24:08,2026-08-09 11:24:13,baseline,atomic-red-team,True,
20260809-120653-benign-r1,benign,T1218.011,,"",2026-08-09 12:06:53,2026-08-09 12:06:59,baseline,interactive-admin,True,
20260809-120923-benign-r2,benign,T1218.011,,"",2026-08-09 12:09:23,2026-08-09 12:09:29,baseline,interactive-admin,True,
20260809-121153-benign-r3,benign,T1218.011,,"",2026-08-09 12:13:54,2026-08-09 12:13:59,baseline,interactive-admin,True,
20260809-121636-benign-r4,benign,T1218.011,,"",2026-08-09 12:16:36,2026-08-09 12:16:44,baseline,interactive-admin,True,
20260809-121948-benign-r5,benign,T1218.011,,"",2026-08-09 12:19:48,2026-08-09 12:19:58,baseline,interactive-admin,True,
20260809-122057-benign-r1,benign,T1218.011,,"",2026-08-09 12:20:57,2026-08-09 12:21:02,baseline,interactive-admin,True,
20260809-124315-attack-r1,attack,T1218.011,,"9;15;16",2026-08-09 12:43:15,2026-08-09 12:43:23,custom,atomic-red-team,True,
20260809-124639-attack-r2,attack,T1218.011,,"9;15;16",2026-08-09 12:46:40,2026-08-09 12:46:51,custom,atomic-red-team,True,
20260809-125010-attack-r3,attack,T1218.011,,"9;15;16",2026-08-09 12:50:10,2026-08-09 12:50:21,custom,atomic-red-team,True,
20260809-125305-attack-r4,attack,T1218.011,,"9;15;16",2026-08-09 12:53:05,2026-08-09 12:53:13,custom,atomic-red-team,True,
20260809-125608-attack-r5,attack,T1218.011,,"9;15;16",2026-08-09 12:56:08,2026-08-09 12:56:13,custom,atomic-red-team,True,
20260809-125730-benign-r1,benign,T1218.011,,"",2026-08-09 12:57:30,2026-08-09 12:57:38,custom,interactive-admin,True,
20260809-130044-benign-r2,benign,T1218.011,,"",2026-08-09 13:00:44,2026-08-09 13:00:54,custom,interactive-admin,True,
20260809-130355-benign-r3,benign,T1218.011,,"",2026-08-09 13:03:55,2026-08-09 13:04:04,custom,interactive-admin,True,
20260809-130636-benign-r4,benign,T1218.011,,"",2026-08-09 13:06:37,2026-08-09 13:06:41,custom,interactive-admin,True,
20260809-130940-benign-r5,benign,T1218.011,,"",2026-08-09 13:09:40,2026-08-09 13:09:46,custom,interactive-admin,True,
